Species,Endo.vs..Ecto,Mass..kg.,Dive.duration..min.,Maximum.dive.duration..min.,Temperature,Remarks,Literature.source,selected,Treenames
Erignathus barbatus females,Endotherm,283.000000000000000000,NA,25,37.2,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Gjertz, I., K.M. Kovacs, C. Lydersen &  ù. Wiig (2000) Movement and diving of bearded seals (Erignathus barbatus) mothers and pups during lactation and post-weaning. Polar Biol. 23: 559-566.",1,Erignathus_barbatus
Eschrichtus robustus,Endotherm,31800.000000000000000000,2.655,11.46666667,36.5,"temperature value from: Morrison, P. (1962). Body temperatures in some Australian mammals. III. Cetacea (Megaptera). The Biological Bulletin, 123(1), 154-169.","Halsey, L.G., P.J. Butler & T.M. Blackburn (2006) A phylogenetic analysis of the allometry of diving. Am. Nat. 167: 276-287.",1,Eschrichtus_robustus
Eubalaena glacialis,Endotherm,75000.000000000000000000,2.39,22.71666667,33.8,temperature taken to be similar to that for Balaena mysticetus,"Winn, H.E., J.D. Goodyear, R.D. Kenney & R.O. Petricig (1995) Dive patterns of tagged right whales in the Great South Channel. Cont.  Shelf Res. 7: 827-849.",1,Eubalaena_glacialis
Eudyptes chrysocome,Endotherm,2.650000000000000000,1.067,4.2,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Raya Rey, A., K. PÅtz, G. Luna-Jorquera, B. LÅthi & A. Schiavini (2009) Diving patterns of breeding female rockhopper penguins (Eudyptes chrysocome): Noir Island, Chile. Polar Biol. 32: 561-568.",1,Eudyptes_chrysocome
Eudyptes chrysolophus,Endotherm,4.100000000000000000,1.59,3.866666667,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Green, J.A., P.J. Butler, A.J. Woakes & I.L. Boyd (2003) Energetics of diving in Macaroni penguins. J. Exp. Biol. 206: 43-57.",1,Eudyptes_chrysolophus
Eudyptes schlegeli,Endotherm,5.000000000000000000,1.7,7.5,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Hull, C.L. (2000) Comparative diving behaviour and segregation of the marine habitat by breeding Royal Penguins, Eudyptes schlegeli, and eastern Rockhopper Penguins, Eudyptes chrysocome filholi, at Macquarie Island. Can. J. Zool. 78: 333-345.",1,Eudyptes_schlegeli
Eudyptula minor,Endotherm,1.020000000000000000,NA,1.5,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Ropert-Coudert, Y., A. Chiaradia & A. Kato (2006) An exceptionally deep dive by a Little penguin Eudyptula minor. Marine Ornithology 34: 71-74.",1,Eudyptula_minor
Eulamprus quoyii,Ectotherm,0.019700000000000000,7.4,30,19.1,maximum dive duration is taken from table 2,"Hare KM, and Miller KA. 2009. What Dives Beneath: Diving as a Measure of Performance in Lizards. Herpetologica 65:227-236. doi:10.1655/08-032R2.1",1,Eulamprus_quoyii
Eumetopias jubatus,Endotherm,178.300000000000000000,3.6,8,38.5,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Young, B.L. (2010) Influence of environment, feeding, and dive activity on the use of heart rate to predict oxygen consumption in resting and diving Steller sea lions (Eumetopias jubatus). Masters Thesis, University of British Columbia, Vancouver.",1,Eumetopias_jubatus
Fratercula arctica,Endotherm,0.425000000000000000,0.467,1.916666667,40.1,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Wanless, S., J.A. Morris. & M.P. Harris (1988) Diving behaviour of guillemot Uria aalge, puffin Fratercula arctica and razorbill Alca torda as shown by radio-telemetry. J. Zool. (Lond.) 216: 73-81.",1,Fratercula_arctica
Fratercula cirrhata,Endotherm,0.900000000000000000,0.967,1.333333333,39.4,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Ainley D.G., Strong C., Penniman T., Boekelheide T. (1990) The feeding ecology of Farallon seabirds. p. 51-127. In: D.G. Ainley & R.J. Boekelkeide (eds.) Seabirds of the Farallon Islands: Ecology, Dynamics, and Structure of an Upwelling-System Community. Stanford University Press, Stanford, California. 450pp.",1,Fratercula_cirrhata
Fulica americana,Endotherm,0.700000000000000000,0.0983,0.206666667,40.9,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Halsey, L.G., P.J. Butler & T.M. Blackburn (2006) A phylogenetic analysis of the allometry of diving. Am. Nat. 167: 276-287.",1,Fulica_americana
Fulmarus glacialis,Endotherm,0.703000000000000000,NA,0.133333333,40.76, temperature taken to be similar to the mean body temperature of Procellaridae,"Garthe, S. & R.W. Furness (2001) Frequent Shallow Diving by a Northern Fulmar Feeding at Shetland. Waterbirds 24: 287-289",1,Fulmarus_glacialis
Gavia adamsii,Endotherm,5.200000000000000000,0.867,1.5,39,temperature taken to be similar to that for Gavia arctica,"Sjîlander, S. & G. ègren (1976) Reproductive behavior of the Yellow-billed Loon Gavia adamsii. Condor 78: 454-463.; Schreer, J.F. & K.M. Kovacs (1997) Allometry of diving capacity in air-breathing vertebrates. Can. J. Zool. 75: 339-358.",1,Gavia_adamsii
Gavia arctica,Endotherm,2.400000000000000000,NA,2,39,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Schreer, J.F. & K.M. Kovacs (1997) Allometry of diving capacity in air-breathing vertebrates. Can. J. Zool. 75: 339-358.",1,Gavia_arctica
Gavia immer,Endotherm,3.800000000000000000,0.662,2.066666667,39,temperature taken to be similar to that for Gavia arctica,"Nocera, J.J. & N.M. Burgess (2002) Diving schedules of Common Loons in varying environments. Can. J. Zool. 80: 1643-1648.",1,Gavia_immer
Gavia stellata,Endotherm,1.700000000000000000,NA,1.5,39,temperature taken to be similar to that for Gavia arctica,"Schreer, J.F. & K.M. Kovacs (1997) Allometry of diving capacity in air-breathing vertebrates. Can. J. Zool. 75: 339-358.",1,Gavia_stellata
Globicephala macrorhynchus,Endotherm,1500.000000000000000000,NA,12.75,35.8,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Bowers, C. & R. Henderson (1972) Project Deep OPS: Deep object recovery with pilot and killer whales. Report NUC TP 306, from the Naval Undersea Center, Hawaii Laboratory. 91pp.",1,Globicephala_macrorhynchus
Globicephala melas,Endotherm,1500.000000000000000000,1.162,27.96666667,35.8,temperature taken to be similar to that for Globicephala macrorhynchus,"Mate, B.R., B.A. Laguerquist, M. Winsor, J. Geraci & J.H. Prescott (2005) Movements And Dive Habits Of A Satellite-Monitored Long Finned Pilot Whale (Globicephala Melas) In The Northwest Atlantic.  Mar. Mammal Sci. 21: 136-144.",1,Globicephala_melas
Halichoerus grypus Females,Endotherm,172.030000000000000000,5.5,22,36.6,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Beck, C.A., W.D. Bowen, J.L. McMillan & S.J. Iverson (2003) Sex differences in diving at multiple  temporal scales in a size-dimorphic capital breeder. J. Anim. Ecol. 72: 979-993.",1,Halichoerus_grypus
Homo sapiens,Endotherm,70.000000000000000000,NA,4,37,Dynamic apnea without fins (DNF),https://www.youtube.com/watch?v=0LNS-oPXDSA,1,Homo_sapiens
Hydrophis belcheri,Ectotherm,0.450000000000000000,7.59,31.23,26,,"Heatwole, H. 1975. Voluntary submergence times of marine snakes. Mar. Biol. 32: 205-213.",1,Hydrophis_belcheri
Hydrophis curtus,Ectotherm,0.530000000000000000,16,59.5,27,maximum dive times were read from fig 1B,"Udyawer V., Simpfendorfer C.A., Heupel M.R., Clark T.D. (2016) Coming up for air: thermal dependence of dive behaviours and metabolism in sea snakes. Journal of Experimental Biology 219, 3447-3454",1,Hydrophis_curtus
Hydrophis elegans,Ectotherm,1.035000000000000000,14,46,27,maximum dive times were read from fig 1B,"Udyawer V., Simpfendorfer C.A., Heupel M.R., Clark T.D. (2016) Coming up for air: thermal dependence of dive behaviours and metabolism in sea snakes. Journal of Experimental Biology 219, 3447-3454",1,Hydrophis_elegans
Lapemis hardwickii,Ectotherm,0.420000000000000000,15.83,37,21,,"Heatwole, H. & R.S. Seymour (1975) Diving physiology. Chapter 15, p. 289-327. In: W. A. Dunson (ed.) The Biology of Sea Snakes. University Park Press, Baltimore. 530pp.",1,Hydrophis_hardwickii
Acalyptophis peronii,Ectotherm,0.248000000000000000,46.6,54.11,26.1,,"Heatwole, H. & R.S. Seymour (1975) Diving physiology. Chapter 15, p. 289-327. In: W. A. Dunson (ed.) The Biology of Sea Snakes. University Park Press, Baltimore. 530pp.",1,Hydrophis_peronii
Pelamis platurus,Ectotherm,0.195000000000000000,62.7,166.2,22.5,Snake ID:K,"Cook, T.R. & F. Brischoux (2014) Why does the only ‚planktonic tetrapodÂ dive? Determinants of diving behaviour in a marine ectotherm. Animal Behaviour 98: 113—123",1,Hydrophis_platurus
Hydrurga leptonyx,Endotherm,197.500000000000000000,1.983,9.35,36.7, temperature taken to be similar to the mean body temperature of Phocidae,"Kuhn, C.E., B.I. McDonald, S.A. Shaffer, J. Barnes, D.E. Crocker,  J.M. Burns & D.P. Costa (2006) Diving physiology and winter foraging behavior of a juvenile leopard seal (Hydrurga leptonyx). Polar Biol. 29: 303-307.",1,Hydrurga_leptonyx
Hyperodon ampullatus,Endotherm,6650.000000000000000000,11.2,29.5,36.12142857, temperature taken to be similar to the mean body temperature of Odontoceti,"Hooker, S.K. & R.W. Baird (1999) Deep-diving behaviour of the northern bottlenose whale, Hyperoodon ampullatus (Cetacea: Ziphiidae). Proc. R. Soc. Lond. Ser. B. 266: 671-6.",1,Hyperodon_ampullatus
Triturus alpestris,Ectotherm,0.002600000000000000,5.85,7.87,10,,"?amajova, P. & L. Gvo?d°k (2009) The influence of temperature on diving behaviour in the alpine newt, Triturus alpestris. J. Therm. Biol. 34: 401-405.",1,Ichtyosaura_alpestris
Iguana iguana,Ectotherm,0.895000000000000000,82,270,25.5,,"Hare KM, and Miller KA. 2009. What Dives Beneath: Diving as a Measure of Performance in Lizards. Herpetologica 65:227-236. doi:10.1655/08-032R2.1",1,Iguana_iguana
Ilybius chalconatus Bulgaria,Ectotherm,0.000054081200000000,3.04,14.16666667,20.5,,"Calosi P, Bilton DT, Spicer JI, Verberk WCEP, Atfield A & Garland T Jr (2012) The comparative biology of diving in two genera of European Dytiscidae (Coleoptera). Journal of Evolutionary Biology 25: 329-341.(doi:10.1111/j.1420-9101.2011.02423.x)",1,Ilybius_chalconatus_Bulgar
Ilybius chalconatus Spain,Ectotherm,0.000044644400000000,3.378,11.35,20.5,,"Calosi P, Bilton DT, Spicer JI, Verberk WCEP, Atfield A & Garland T Jr (2012) The comparative biology of diving in two genera of European Dytiscidae (Coleoptera). Journal of Evolutionary Biology 25: 329-341.(doi:10.1111/j.1420-9101.2011.02423.x)",1,Ilybius_chalconatus_Spain
Ilybius erichsonii,Ectotherm,0.000029895000000000,3.701,15.11666667,14.5,,"Calosi P, Bilton DT, Spicer JI, Verberk WCEP, Atfield A & Garland T Jr (2012) The comparative biology of diving in two genera of European Dytiscidae (Coleoptera). Journal of Evolutionary Biology 25: 329-341.(doi:10.1111/j.1420-9101.2011.02423.x)",1,Ilybius_erichsonii
Ilybius hozgargantae,Ectotherm,0.000048876900000000,4.584,11.58333333,14.5,,"Calosi P, Bilton DT, Spicer JI, Verberk WCEP, Atfield A & Garland T Jr (2012) The comparative biology of diving in two genera of European Dytiscidae (Coleoptera). Journal of Evolutionary Biology 25: 329-341.(doi:10.1111/j.1420-9101.2011.02423.x)",1,Ilybius_hozgargantae
Ilybius meridionalis,Ectotherm,0.000084800000000000,2.133,10.46666667,14.5,,"Calosi P, Bilton DT, Spicer JI, Verberk WCEP, Atfield A & Garland T Jr (2012) The comparative biology of diving in two genera of European Dytiscidae (Coleoptera). Journal of Evolutionary Biology 25: 329-341.(doi:10.1111/j.1420-9101.2011.02423.x)",1,Ilybius_meridionalis
Ilybius montanus,Ectotherm,0.000073750000000000,6.028,11.46666667,14.5,,"Calosi P, Bilton DT, Spicer JI, Verberk WCEP, Atfield A & Garland T Jr (2012) The comparative biology of diving in two genera of European Dytiscidae (Coleoptera). Journal of Evolutionary Biology 25: 329-341.(doi:10.1111/j.1420-9101.2011.02423.x)",1,Ilybius_montanus
Ilybius neglectus,Ectotherm,0.000045636400000000,6.414,17.96666667,20.5,,"Calosi P, Bilton DT, Spicer JI, Verberk WCEP, Atfield A & Garland T Jr (2012) The comparative biology of diving in two genera of European Dytiscidae (Coleoptera). Journal of Evolutionary Biology 25: 329-341.(doi:10.1111/j.1420-9101.2011.02423.x)",1,Ilybius_neglectus
Ilybius pederzani,Ectotherm,0.000061595700000000,4.237,11.38333333,14.5,,"Calosi P, Bilton DT, Spicer JI, Verberk WCEP, Atfield A & Garland T Jr (2012) The comparative biology of diving in two genera of European Dytiscidae (Coleoptera). Journal of Evolutionary Biology 25: 329-341.(doi:10.1111/j.1420-9101.2011.02423.x)",1,Ilybius_pederzani
Ilybius subtilis,Ectotherm,0.000101280000000000,1.706,3.1,20.5,,"Calosi P, Bilton DT, Spicer JI, Verberk WCEP, Atfield A & Garland T Jr (2012) The comparative biology of diving in two genera of European Dytiscidae (Coleoptera). Journal of Evolutionary Biology 25: 329-341.(doi:10.1111/j.1420-9101.2011.02423.x)",1,Ilybius_subtilis
Kogia sima,Endotherm,250.000000000000000000,12.9,52.2,36.3, temperature taken to be similar to the mean body temperature of Physeteroidea,"Barlow, J., K. Forney,  A. Von Saunder, & J. Urban-Ramirez (1997) A report of cetacean acoustic detection and dive interval studies (CADDIS) conducted in the southern Gulf of California, 1995. NOAA Tech. Mem. NMFS-SWFSC-250. 52pp.",1,Kogia_sima
Lagenorhynchus acutus,Endotherm,161.000000000000000000,0.647,1.066666667,36.87, temperature taken to be similar to the mean body temperature of Delphinidae,"Mate, B.R., K.M. Stafford, R. Nowojchik  & J.L. Dunn (1994) Movements and dive behavior of a satellite-monitored Atlantic white-sided dolphin (Lagenorhynchus acutus) in the Gulf of Maine. Mar. Mammal Sci. 10: 116-121.",1,Lagenorhynchus_acutus
Lagenorhynchus obliquidens,Endotherm,96.000000000000000000,2.95,3.5,36.87, temperature taken to be similar to the mean body temperature of Delphinidae,"Noren, S.R., T.M. Williams, K. Ramirez, J. Boehm, M. Glenn & L. Cornell (2012) Changes in partial pressures of respiratory gases during submerged voluntary breath hold across odontocetes: is body mass important? J. Comp. Physiol. B 182: 299-309.",1,Lagenorhynchus_obliquidens
Laticauda colubrina,Ectotherm,1.200000000000000000,15.6,28,24.5,,"Heatwole, H. 1975. Voluntary submergence times of marine snakes. Mar. Biol. 32: 205-213.",1,Laticauda_colubrina
Laticauda saintgironsi,Ectotherm,0.247000000000000000,9,37.8,26.2,,"Cook T.R., Bonnet, X., Fauvel, T., Shine, R. & F. Brischoux (2016). Foraging behaviour and energy budgets of sea snakes:
insights from implanted data loggers. Journal of Zoology 298: 82—93",1,Laticauda_saintgironsi
Lepidochelys kempii,Ectotherm,33.600000000000000000,63.2,217,24,data not averaged for day and night,"Gitschlag, G.R. (1996) Migration and diving beahviour of KempÂs ridley (Garman) sea turtles along the US south-eastern Atlantic coast. .J Exp. Mar. Biol. Ecol. 205: 115-135.",1,Lepidochelys_kempii
Lepidochelys olivacea,Ectotherm,31.800000000000000000,48,200,27.1,,"McMahon, C.R., C.J.A. Bradshaw &  G.C. Hays (2007) Satellite tracking reveals unusual diving characteristics for a marine reptile, the olive ridley turtle (Lepidochelys olivacea). Mar. Ecol.. Prog. Ser. 329: 239-252.",1,Lepidochelys_olivacea
Leptonichotes wedelli Females,Endotherm,330.000000000000000000,26.14,62.4,36.5,"temperature value from: Noren, S. R., Pearson, L. E., Davis, J., Trumble, S. J., & Kanatous, S. B. (2008). Different thermoregulatory strategies in nearly weaned pup, yearling, and adult Weddell seals (Leptonychotes weddelli). Physiological and Biochemical Zoology, 81(6), 868-879.","Hindell, M.A., R. Harcourt, J.R. Waas & D. Thompson (2002) Fine- scale three-dimensional spatial use by diving, lactating female Weddell seals Leptonychotes weddellii. Mar. Ecol. Prog. Ser. 242: 275-284.",1,Leptonychotes_weddellii
Leucocarbo (Phal.) carunculatus,Endotherm,2.500000000000000000,2.113,3.166666667,40.5,temperature taken to be similar to that for Leucocarbo pelagicus,"Brown, D. (2001) Dive duration and some diving rhythms of the New Zealand king shag (Leucocarbo carunculatus). Notornis 48: 177-178.",1,Leucocarbo_Phal._carunculatus
Leucocarbo (Phal.) chalconotus,Endotherm,2.500000000000000000,NA,2.816666667,40.5,temperature taken to be similar to that for Leucocarbo pelagicus,"Brown, D. (2001) Dive duration and some diving rhythms of the New Zealand king shag (Leucocarbo carunculatus). Notornis 48: 177-178.",1,Leucocarbo_Phal._chalconotus
Lipotes vexillifer,Endotherm,95.000000000000000000,NA,2.25,36.12142857, temperature taken to be similar to the mean body temperature of Odontoceti,"Peixun, C. (1989) Baiji, Lipotes vexillifer Miller, 1918. p. 25-44. In: S. Ridgway & R. Harrisson (eds.) Handbook of Marine Mammals. Vol. 4. River dolphins and the larger touthed whales.  Academic Press, London. 442pp.",1,Lipotes_vexillifer
Lissodelphis borealis,Endotherm,97.500000000000000000,NA,6.25,36.87, temperature taken to be similar to the mean body temperature of Delphinidae,Fitch & Brownell '68; Leatherwood & Walker '79 ~,1,Lissodelphis_borealis
Lobodon carcinophagus,Endotherm,201.300000000000000000,5.3,10.8,36.7, temperature taken to be similar to the mean body temperature of Phocidae,"Bengtson JL, Stewart BS (1992) Diving and haulout behavior of crabeater seals in the Weddell Sea, Antarctica, during March 1986. Polar Biology 12: 635-644",1,Lobodon_carcinophagus
Macronectes giganteus,Endotherm,4.500000000000000000,0.0747,0.116666667,40.6,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Van Den Hoff, J. & K. Newbery (2006) Southern giant petrels macronectes giganteus diving on submerged carrion. Marine Ornithology 34: 61-64.",1,Macronectes_giganteus
Megaptera novaeangliae,Endotherm,32700.000000000000000000,2.83,21.1,36.7,"temperature value from: Morrison, P. (1962). Body temperatures in some Australian mammals. III. Cetacea (Megaptera). The Biological Bulletin, 123(1), 154-169.","Dolphin, W.F. (1988) Foraging dive patterns of humpback whales, Megaptera novaeangliae, in southeast Alaska: a cost-benefit analysis. Can. J. Zool. 66: 2432-2441.",1,Megaptera_novaeangliae
Melanitta fusca,Endotherm,1.500000000000000000,NA,3,41.42, temperature taken to be similar to the mean body temperature of Merginae,"Schreer, J.F. & K.M. Kovacs (1997) Allometry of diving capacity in air-breathing vertebrates. Can. J. Zool. 75: 339-358.",1,Melanitta_fusca
Melanitta nigra,Endotherm,1.000000000000000000,0.448,0.758333333,41.42, temperature taken to be similar to the mean body temperature of Merginae,"Halsey, L.G., P.J. Butler & T.M. Blackburn (2006) A phylogenetic analysis of the allometry of diving. Am. Nat. 167: 276-287.",1,Melanitta_nigra
