Data set,Source,Predation or Parasitism,Dim,Field?,Habitat,Fresh or marine (fish only),Predator cellularity,Vert/invert,Major grouping 1,Major grouping 2,Predator scientific name,Predator type,Prey cellularity,Vert/invert,Major grouping 1,Major grouping 2,Prey,Prey scientific name,Prey type,Data type,Prey replaced?,Hours starved,Temp (C ),Interference,Pred per arena,2D Arena size (cm2 for arena bottom),3D arena size (cm3 of arena volume),Predator mass (mg),Predator mass source code,Predator mass regression code,Prey mass (mg),Prey mass source code,Prey mass regression code,Units of a,Data set,Mean R2 of fits,Fitted a (median of BS samples),CI a low,CI a hi,Fittted h (day),CI h low,CI h hi,Number of bootstraps,Notes 1,Notes 2
1956,Isari and Saiz 2011 J PLANK RES,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Clausocalanus lividus,Adult female,Unicell,Protozoan,Dinoflagellate,,,Heterocapsa sp.,,Mean,N,,16.0,,8,,625.00,5.77E-02,Original species length,Order,1.36E-06,Original species length,Density,m^3 per pred per day,1956,0.97,6.27E-05,5.29E-05,7.57E-05,2.64E-05,2.52E-05,2.77E-05,200,,
1957,Isari and Saiz 2011 J PLANK RES,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Clausocalanus lividus,Adult female,Unicell,Algae,Cryptophyte,,,Rhodomonas salina,,Mean,N,,16.0,,8,,625.00,5.77E-02,Original species length,Order,1.69E-07,Original species length,Density,m^3 per pred per day,1957,0.71,1.14E-09,5.44E-10,2.67E-09,5.36E-02,1.33E-02,1.06E-01,200,,
1958,Isari and Saiz 2011 J PLANK RES,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Clausocalanus lividus,Adult female,Unicell,Protozoan,Dinoflagellate,,,Gyrodinium sp.,,Mean,N,,16.0,,8,,625.00,4.51E-02,Original species length,Order,1.62E-02,Original species length,Density,m^3 per pred per day,1958,0.92,6.86E-05,3.93E-05,1.08E-04,2.51E-05,4.85E-06,4.57E-05,200,,
1959,Isari and Saiz 2011 J PLANK RES,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Clausocalanus lividus,Adult female,Unicell,Algae,Diatom,,,Thalassiosira weissflogii,,Mean,N,,16.0,,8,,625.00,4.61E-02,Original species length,Order,1.48E-06,Original species length,Density,m^3 per pred per day,1959,0.71,9.90E-05,6.74E-05,1.44E-04,1.61E-05,1.36E-05,1.88E-05,200,,
1960,Toscano and Griffen 2014 J ANIM ECOL,Pred,2.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Decapod,Panopeus herbstii,,Metazoan,Invertebrate,Mollusk,Bivalve,Scorched mussel,Brachidontes exustus,,Mean,N,24,28.0,,1,1400.00,,3.45E+03,Original species length,Order,3.97E+02,Original species length,Order,m^2 per pred per day,1960,0.37,2.00E-01,1.66E-01,2.39E-01,1.03E-01,8.88E-02,1.16E-01,200,,
1961,Toscano and Griffen 2014 J ANIM ECOL,Pred,2.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Decapod,Panopeus herbstii,,Metazoan,Invertebrate,Mollusk,Bivalve,Scorched mussel,Brachidontes exustus,,Mean,N,24,28.0,,1,1400.00,,3.45E+03,Original species length,Order,3.97E+02,Original species length,Order,m^2 per pred per day,1961,0.34,1.45E-01,1.15E-01,1.87E-01,1.04E-01,7.35E-02,1.30E-01,200,predator cue,
1962,Toscano and Griffen 2014 J ANIM ECOL,Pred,2.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Decapod,Panopeus herbstii,,Metazoan,Invertebrate,Mollusk,Bivalve,Scorched mussel,Brachidontes exustus,,Mean,N,24,28.0,,1,1400.00,,3.45E+03,Original species length,Order,3.97E+02,Original species length,Order,m^2 per pred per day,1962,0.31,2.03E-01,1.39E-01,2.92E-01,7.37E-02,3.45E-02,1.08E-01,200,active crabs,
1963,Toscano and Griffen 2014 J ANIM ECOL,Pred,2.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Decapod,Panopeus herbstii,,Metazoan,Invertebrate,Mollusk,Bivalve,Scorched mussel,Brachidontes exustus,,Mean,N,24,28.0,,1,1400.00,,3.45E+03,Original species length,Order,3.97E+02,Original species length,Order,m^2 per pred per day,1963,0.29,2.17E-01,1.42E-01,3.76E-01,1.43E-01,8.89E-02,1.94E-01,200,less active crabs,
1964,Korstad et al 1989 HYDROBIOLOGIA,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Rotifer,,Brachionus plicatilis,,Unicell,Algae,Haptophyte,,,Isochrysis galbana,,Mean,N,,21.0,,,,,2.76E-03,Original species length,Zooplankton,8.96E-08,Alternate species length,Density,m^3 per pred per day,1964,0.87,1.97E-04,1.96E-04,1.97E-04,2.02E-05,2.02E-05,2.02E-05,200,unclear what the experimental difference is between the 2 FRs,
1965,Korstad et al 1989 HYDROBIOLOGIA,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Rotifer,,Brachionus plicatilis,,Unicell,Algae,Haptophyte,,,Isochrysis galbana,,Mean,N,,21.0,,,,,2.76E-03,Original species length,Zooplankton,8.96E-08,Alternate species length,Density,m^3 per pred per day,1965,0.63,1.59E-04,1.59E-04,1.59E-04,6.39E-05,6.39E-05,6.40E-05,200,unclear what the experimental difference is between the 2 FRs,
1966,Lampert 1994 LIMNOL OCEANOGR,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia pulicaria,,Unicell,Algae,Chlorophyte,,,Scenedesmus acutus,,Mean,N,,20.0,,10,,250.00,5.55E-01,Original species length,Order,5.24E-07,Alternate species length,Density,m^3 per pred per day,1966,0.60,2.63E-04,2.29E-04,2.93E-04,4.70E-07,4.34E-07,5.15E-07,200,"Some experimental details from Rothhaupt and Lampert 1992 J PLANK RES, according to first full paragraph on page 999 of Lampert. Raised at high food concentrations",
1967,Lampert 1994 LIMNOL OCEANOGR,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia pulicaria,,Unicell,Algae,Chlorophyte,,,Scenedesmus acutus,,Mean,N,,20.0,,10,,250.00,5.55E-01,Original species length,Order,5.24E-07,Alternate species length,Density,m^3 per pred per day,1967,0.49,1.06E-04,7.81E-05,1.31E-04,7.30E-07,6.21E-07,8.33E-07,200,"Some experimental details from Rothhaupt and Lampert 1992 J PLANK RES, according to first full paragraph on page 999 of Lampert. Raised at high food concentrations",
1968,Libourel Houde and Roman 1987 MAR ECOL PROG SER,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Acartia tonsa,"Adult, Stage V",Unicell,Algae,Diatom,,,Thalassiosira weissflogii,,Raw data,N,,20.0,,25,,500.00,5.57E-02,Original species mass,,3.14E-06,Alternate species length,Density,m^3 per pred per day,1968,0.86,6.25E-06,4.61E-06,8.89E-06,7.38E-05,5.20E-05,9.41E-05,200,,
1969,Libourel Houde and Roman 1987 MAR ECOL PROG SER,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Acartia tonsa,"Adult, Stage V",Unicell,Algae,Diatom,,,Thalassiosira weissflogii,,Raw data,N,,20.0,,25,,500.00,5.57E-02,Original species mass,,3.14E-06,Alternate species length,Density,m^3 per pred per day,1969,0.46,1.34E-06,2.35E-07,3.06E-06,1.14E-04,2.77E-05,1.91E-04,200,,
1970,Libourel Houde and Roman 1987 MAR ECOL PROG SER,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Acartia tonsa,"Adult, Stage V",Unicell,Algae,Haptophyte,,,Hymenomonas carterae,,Raw data,N,,20.0,,25,,500.00,5.57E-02,Original species mass,,1.06E-07,Alternate species mass,,m^3 per pred per day,1970,0.86,4.93E-06,3.91E-06,6.92E-06,4.25E-05,2.71E-05,5.48E-05,200,,
1971,Libourel Houde and Roman 1987 MAR ECOL PROG SER,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Acartia tonsa,"Adult, Stage V",Unicell,Protozoan,Dinoflagellate,,,Amphidinium carteri,,Raw data,N,,20.0,,25,,500.00,5.57E-02,Original species mass,,1.33E-06,Alternate species length,Density,m^3 per pred per day,1971,0.61,3.22E-06,1.22E-06,1.01E-05,3.52E-04,1.28E-04,7.17E-04,200,,
1972,Libourel Houde and Roman 1987 MAR ECOL PROG SER,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Acartia tonsa,"Adult, Stage V",Unicell,Protozoan,Dinoflagellate,,,Amphidinium carteri,,Raw data,N,,20.0,,25,,500.00,5.57E-02,Original species mass,,1.33E-06,Alternate species length,Density,m^3 per pred per day,1972,0.70,1.14E-05,8.17E-06,2.50E-05,6.59E-05,5.06E-05,8.83E-05,200,,
1973,Lopez-Urrutia et al 2004 LIMNO OCEANO,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Calanus helgolandicus,Adult female,Metazoan,Invertebrate,Tunicate,,,Oikopleura dioica,egg,Raw data,N,7,15.0,,1,,300.00,4.07E-01,Original species length,Order,2.08E-11,Alternate species length,Density,m^3 per pred per day,1973,0.96,4.50E-04,3.47E-04,4.95E-04,1.22E-12,1.16E-12,4.49E-04,200,,
1974,Moore 1988 LIMNO OCEANO,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Insect,Diptera,Chaoborus punctipennis,2nd instar,Metazoan,Invertebrate,Rotifer,,,Synchaeta pectinata,,Mean,N,2,20.0,,2,,100.00,3.56E+00,% adult mass,,9.59E-03,Original species length,Zooplankton,m^3 per pred per day,1974,0.28,1.39E-03,6.75E-04,4.26E-03,8.63E-03,5.80E-03,1.23E-02,200,,
1975,Moore 1988 LIMNO OCEANO,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Insect,Diptera,Chaoborus punctipennis,2nd instar,Metazoan,Invertebrate,Rotifer,,,Keratella testudo,,Mean,N,2,20.0,,2,,100.00,3.56E+00,% adult mass,,1.98E-03,Original species length,Zooplankton,m^3 per pred per day,1975,0.44,2.87E-04,1.21E-04,7.11E-04,7.99E-03,3.77E-11,2.15E-02,200,,
1976,Moore 1988 LIMNO OCEANO,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Insect,Diptera,Chaoborus punctipennis,2nd instar,Metazoan,Invertebrate,Rotifer,,,Keratella cochlearis,,Mean,N,2,20.0,,2,,100.00,3.56E+00,% adult mass,,2.04E-03,Original species length,Zooplankton,m^3 per pred per day,1976,0.23,3.74E-04,1.60E-04,7.62E-04,1.69E-02,1.04E-02,2.75E-02,200,,
1977,Muschiol et al 2008 AFH,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Eucyclops subterraneus,,Metazoan,Invertebrate,Nematode,,Nematode,Panagrolaimus sp,,Raw data,N,24,20.0,,1,,1.50,5.41E+00,Original species mass,,2.40E-04,Original species mass,,m^3 per pred per day,1977,0.58,6.31E-05,3.20E-05,1.01E-04,6.17E-04,2.70E-04,8.60E-04,200,,
1978,Muschiol et al 2008 AFH,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Eucyclops subterraneus,,Metazoan,Invertebrate,Nematode,,Nematode,Poikilolaimus sp.,,Raw data,N,24,20.0,,1,,1.50,5.41E+00,Original species mass,,1.80E-04,Original species mass,,m^3 per pred per day,1978,0.59,6.96E-05,4.56E-05,1.04E-04,4.28E-04,2.40E-04,6.27E-04,200,,
1979,Nandini and Sarma 1999 FRESH BIOL,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Rotifer,,Asplanchna sieboldi,,Metazoan,Invertebrate,Rotifer,,,Brachionus calyciflorus,,Mean,N,0.5,,,2,,20.00,5.52E-02,Alternate species length,Volume,2.00E-04,Alternate species mass,,m^3 per pred per day,1979,0.72,1.93E-04,1.37E-04,2.79E-04,2.68E-03,2.23E-03,3.13E-03,200,,
1980,Nandini and Sarma 1999 FRESH BIOL,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Rotifer,,Asplanchna sieboldi,,Metazoan,Invertebrate,Rotifer,,,Brachionus calyciflorus,,Mean,N,1,,,2,,20.00,5.52E-02,Alternate species length,Volume,2.00E-04,Alternate species mass,,m^3 per pred per day,1980,0.81,1.85E-04,1.44E-04,2.27E-04,2.50E-03,2.24E-03,2.79E-03,200,,
1981,Nandini and Sarma 1999 FRESH BIOL,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Rotifer,,Asplanchna sieboldi,,Metazoan,Invertebrate,Rotifer,,,Brachionus calyciflorus,,Mean,N,2,,,2,,20.00,5.52E-02,Alternate species length,Volume,2.00E-04,Alternate species mass,,m^3 per pred per day,1981,0.79,1.60E-04,1.19E-04,2.04E-04,2.10E-03,1.70E-03,2.66E-03,200,,
1982,Nandini and Sarma 1999 FRESH BIOL,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Rotifer,,Asplanchna sieboldi,,Metazoan,Invertebrate,Rotifer,,,Brachionus calyciflorus,,Mean,N,4,,,2,,20.00,5.52E-02,Alternate species length,Volume,2.00E-04,Alternate species mass,,m^3 per pred per day,1982,0.81,1.19E-04,8.47E-05,1.66E-04,1.19E-03,7.96E-04,1.56E-03,200,,
1983,Nandini and Sarma 1999 FRESH BIOL,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Rotifer,,Asplanchna sieboldi,,Metazoan,Invertebrate,Rotifer,,,Brachionus calyciflorus,,Mean,N,8,,,2,,20.00,5.52E-02,Alternate species length,Volume,2.00E-04,Alternate species mass,,m^3 per pred per day,1983,0.93,1.82E-04,1.44E-04,2.24E-04,6.74E-04,5.13E-04,8.63E-04,200,,
1984,Nandini and Sarma 1999 FRESH BIOL,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Rotifer,,Asplanchna sieboldi,,Metazoan,Invertebrate,Rotifer,,,Brachionus calyciflorus,,Mean,N,16,,,2,,20.00,5.52E-02,Alternate species length,Volume,2.00E-04,Alternate species mass,,m^3 per pred per day,1984,0.91,1.80E-04,1.54E-04,2.12E-04,1.44E-03,1.27E-03,1.67E-03,200,,
1985,Pichlova and Vijverberg 2001 ARCH HYDROBIOL,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Cladoceran,Leptodora kindtii,A,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia galeata,,Mean,N,24,17.5,,2,,1000.00,1.18E+00,Original species length,Order,5.78E-02,Original species length,Order,m^3 per pred per day,1985,0.48,4.55E-05,2.56E-05,1.04E-04,5.47E-10,2.37E-11,4.81E-01,200,,
1986,Pichlova and Vijverberg 2001 ARCH HYDROBIOL,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Cladoceran,Leptodora kindtii,B,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia galeata,,Mean,N,24,17.5,,5,,1000.00,2.78E+00,Original species length,Order,6.17E-02,Original species length,Order,m^3 per pred per day,1986,0.39,8.07E-05,3.05E-05,3.64E-04,1.09E-01,2.50E-11,3.44E-01,200,,
1987,Pichlova and Vijverberg 2001 ARCH HYDROBIOL,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Cladoceran,Leptodora kindtii,C,Metazoan,Invertebrate,Crustacean,Cladoceran,,Diaphanosoma brachyurum,,Mean,N,24,17.5,,2,,1000.00,9.72E-01,Original species length,Order,2.28E-02,Original species length,Order,m^3 per pred per day,1987,0.82,8.90E-05,5.17E-05,1.58E-04,6.46E-02,2.24E-02,9.10E-02,200,,
1988,Pichlova and Vijverberg 2001 ARCH HYDROBIOL,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Cladoceran,Leptodora kindtii,D,Metazoan,Invertebrate,Crustacean,Cladoceran,,Diaphanosoma brachyurum,,Mean,N,24,17.5,,5,,1000.00,4.08E+00,Original species length,Order,2.28E-02,Original species length,Order,m^3 per pred per day,1988,0.76,2.09E-04,1.28E-04,4.03E-04,1.94E-02,6.80E-04,3.99E-02,200,,
1989,Pichlova and Vijverberg 2001 ARCH HYDROBIOL,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Cladoceran,Leptodora kindtii,E,Metazoan,Invertebrate,Crustacean,Cladoceran,,Ceriodaphnia pulchella,,Mean,N,24,17.5,,2,,1000.00,8.51E-01,Original species length,Order,1.29E-02,Original species length,Order,m^3 per pred per day,1989,0.62,9.41E-05,4.36E-05,2.07E-04,7.84E-02,3.78E-11,1.66E-01,200,,
1990,Pichlova and Vijverberg 2001 ARCH HYDROBIOL,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Cladoceran,Leptodora kindtii,F,Metazoan,Invertebrate,Crustacean,Cladoceran,,Ceriodaphnia pulchella,,Mean,N,24,17.5,,5,,1000.00,4.21E+00,Original species length,Order,1.14E-02,Original species length,Order,m^3 per pred per day,1990,0.83,3.16E-04,2.02E-04,4.56E-04,1.65E-02,5.85E-03,2.42E-02,200,,
1991,Pichlova and Vijverberg 2001 ARCH HYDROBIOL,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Cladoceran,Leptodora kindtii,G,Metazoan,Invertebrate,Crustacean,Cladoceran,,Bosmina coregoni,,Mean,N,24,17.5,,2,,1000.00,1.15E+00,Original species length,Order,7.76E-03,Original species length,Order,m^3 per pred per day,1991,0.59,1.98E-04,1.17E-04,3.30E-04,4.56E-02,2.76E-02,6.50E-02,200,,
1992,Pichlova and Vijverberg 2001 ARCH HYDROBIOL,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Cladoceran,Leptodora kindtii,D,Metazoan,Invertebrate,Crustacean,Cladoceran,,Bosmina coregoni,,Mean,N,24,17.5,,5,,1000.00,4.08E+00,Original species length,Order,6.24E-03,Original species length,Order,m^3 per pred per day,1992,0.39,4.20E-04,1.60E-04,1.08E-03,3.88E-02,2.50E-11,8.49E-02,200,,
1993,Pichlova and Vijverberg 2001 ARCH HYDROBIOL,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Cladoceran,Leptodora kindtii,H,Metazoan,Invertebrate,Crustacean,Copepod,,Eudiaptomus gracilis,,Mean,N,24,17.5,,2,,1000.00,1.12E+00,Original species length,Order,1.13E-03,Original species length,Order,m^3 per pred per day,1993,0.81,6.66E-05,5.39E-05,1.26E-04,5.00E-10,2.41E-11,4.70E-02,200,,
1994,Pichlova and Vijverberg 2001 ARCH HYDROBIOL,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Cladoceran,Leptodora kindtii,I,Metazoan,Invertebrate,Crustacean,Copepod,,Eudiaptomus gracilis,,Mean,N,24,17.5,,5,,1000.00,3.74E+00,Original species length,Order,1.25E-03,Original species length,Order,m^3 per pred per day,1994,0.67,3.47E-04,1.99E-04,6.00E-04,3.74E-02,2.15E-02,5.50E-02,200,,
1995,Jeschke and Tollrian  2005 OIKOS,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Insect,Odonata,Aeshna cyanea,Larva,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia magna,,Mean,N,,22.0,,1,,280.00,1.43E+03,Alternate species length,Order,9.90E-01,Average species mass,,m^3 per pred per day,1995,0.31,2.39E-01,1.45E-01,4.51E-01,1.63E-04,1.52E-04,1.76E-04,200,,
1996,Jeschke and Tollrian  2005 OIKOS,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Insect,Diptera,Chaoborus obscuripes,4th instar,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia obtusa,,Mean,N,,22.0,,1,,40.00,3.38E+01,Original species length,Order,6.24E-03,Original species length,Order,m^3 per pred per day,1996,0.44,1.51E-03,1.20E-03,2.03E-03,1.42E-03,1.14E-03,1.84E-03,200,,
1997,Rothhaupt 1990 LIMNO OCEANO,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Rotifer,,Brachionus rubens,,Unicell,Algae,Chlorophyte,,,Chlamydomonas reinhardii,,Raw data,N,,20.0,,50,,20.00,1.50E-04,Alternate species mass,,1.13E-07,Original species length,Density,m^3 per pred per day,1997,0.77,2.19E-03,1.56E-03,3.32E-03,3.30E-08,2.84E-08,3.61E-08,200,,
1998,Rothhaupt 1990 LIMNO OCEANO,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Rotifer,,Brachionus rubens,,Unicell,Algae,Chlorophyte,,,Monoraphidium minutum,,Raw data,N,,20.0,,50,,20.00,1.50E-04,Alternate species mass,,2.31E-08,Original species length,Density,m^3 per pred per day,1998,0.92,4.47E-07,3.92E-07,5.07E-07,1.14E-05,1.02E-05,1.23E-05,200,,
1999,Rothhaupt 1990 LIMNO OCEANO,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Rotifer,,Brachionus rubens,,Unicell,Algae,Chlorophyte,,,Chlorella minutissima,,Raw data,N,,20.0,,50,,20.00,1.50E-04,Alternate species mass,,4.19E-09,Original species length,Density,m^3 per pred per day,1999,0.87,8.02E-05,7.01E-05,1.59E-04,3.07E-10,1.75E-10,1.04E-09,200,,
2000,Rothhaupt 1990 LIMNO OCEANO,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Rotifer,,Brachionus calyciflorus,,Unicell,Algae,Diatom,,,Cyclotella meneghiniana,,Raw data,N,,20.0,,50,,20.00,2.00E-04,Alternate species mass,,3.22E-07,Original species length,Density,m^3 per pred per day,2000,0.86,1.58E-03,1.32E-03,2.00E-03,1.02E-07,9.11E-08,1.10E-07,200,,
2001,Rothhaupt 1990 LIMNO OCEANO,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Rotifer,,Brachionus calyciflorus,,Unicell,Algae,Chlorophyte,,,Monoraphidium minutum,,Raw data,N,,20.0,,50,,20.00,2.00E-04,Alternate species mass,,2.31E-08,Original species length,Density,m^3 per pred per day,2001,0.94,3.36E-07,2.49E-07,4.24E-07,6.57E-06,2.44E-06,7.76E-06,200,,
2002,Rothhaupt 1990 LIMNO OCEANO,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Rotifer,,Brachionus rubens,,Unicell,Algae,Diatom,,,Cyclotella meneghiniana,,Raw data,N,,20.0,,50,,20.00,1.50E-04,Alternate species mass,,3.22E-07,Original species length,Density,m^3 per pred per day,2002,0.81,4.12E-04,2.75E-04,5.76E-04,2.65E-07,2.09E-07,3.17E-07,200,,
2003,Rothhaupt 1990 LIMNO OCEANO,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Rotifer,,Brachionus rubens,,Unicell,Algae,Chlorophyte,,,Chlamydomonas sphaeroides,,Raw data,N,,20.0,,50,,20.00,1.50E-04,Alternate species mass,,9.05E-07,Original species length,Density,m^3 per pred per day,2003,0.82,6.03E-05,3.95E-05,8.50E-05,1.35E-06,7.88E-07,1.80E-06,200,,
2004,Rothhaupt 1990 LIMNO OCEANO,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Rotifer,,Brachionus calyciflorus,,Unicell,Algae,Chlorophyte,,,Chlamydomonas sphaeroides,,Raw data,N,,20.0,,50,,20.00,2.00E-04,Alternate species mass,,9.05E-07,Original species length,Density,m^3 per pred per day,2004,0.82,5.51E-04,3.90E-04,8.09E-04,4.03E-07,3.40E-07,4.79E-07,200,,
2005,Rothhaupt 1990 LIMNO OCEANO,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Rotifer,,Brachionus calyciflorus,,Unicell,Algae,Chlorophyte,,,Micractinium pusillum,,Raw data,N,,20.0,,50,,20.00,2.00E-04,Alternate species mass,,3.05E-06,Original species length,Density,m^3 per pred per day,2005,0.40,6.68E-04,4.10E-04,1.65E-03,3.28E-06,2.54E-06,4.05E-06,200,,
2006,Saage et al 2009 J SEA RES,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Centropages hamatus,Female,Unicell,Algae,Cryptophyte,,,Rhodomonas sp.,,Mean,N,,15.0,,5,,100.00,7.09E-02,Alternate species length,Order,7.17E-07,Original genus length,Density,m^3 per pred per day,2006,0.67,1.30E-04,7.39E-05,2.70E-04,5.85E-06,1.40E-06,9.78E-06,200,,
2007,Saage et al 2009 J SEA RES,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Centropages hamatus,Male,Unicell,Algae,Cryptophyte,,,Rhodomonas sp.,,Mean,N,,15.0,,5,,100.00,4.81E-02,Alternate species length,Order,7.17E-07,Original genus length,Density,m^3 per pred per day,2007,0.60,6.01E-05,3.01E-05,1.68E-04,3.19E-06,5.96E-14,1.72E-05,200,,
2008,Saage et al 2009 J SEA RES,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Centropages hamatus,Female,Unicell,Algae,Diatom,,,Thalassiosira weissflogii,,Mean,N,,15.0,,5,,100.00,7.09E-02,Alternate species length,Order,4.00E-06,Original species length,Density,m^3 per pred per day,2008,0.67,7.65E-05,3.78E-05,1.38E-04,1.19E-04,2.48E-11,2.63E-04,200,,
2009,Saage et al 2009 J SEA RES,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Centropages hamatus,Male,Unicell,Algae,Diatom,,,Thalassiosira weissflogii,,Mean,N,,15.0,,5,,100.00,4.81E-02,Alternate species length,Order,4.00E-06,Original species length,Density,m^3 per pred per day,2009,0.36,1.32E-04,6.38E-05,2.24E-04,4.01E-04,1.56E-04,6.24E-04,200,,
2010,Saage et al 2009 J SEA RES,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Centropages hamatus,Female,Unicell,Protozoan,Ciliate,,,Rimostrombidium caudatum,,Mean,N,,10.0,,5,,100.00,7.09E-02,Alternate species length,Order,4.14E+04,Original species length,Density,m^3 per pred per day,2010,0.66,3.71E-05,2.53E-05,6.70E-05,7.68E-04,2.45E-11,2.61E-03,200,,
2011,Saage et al 2009 J SEA RES,Pred,3.00,,Aquatic,,Metazoan,Invertebrate,Crustacean,Copepod,Centropages hamatus,Male,Unicell,Protozoan,Ciliate,,,Rimostrombidium caudatum,,Mean,N,,10.0,,5,,100.00,4.81E-02,Alternate species length,Order,4.14E+04,Original species length,Density,m^3 per pred per day,2011,0.52,1.73E-05,9.77E-06,3.05E-05,4.66E-10,2.26E-11,6.36E-03,200,,
2012,Siddiqui et al 2015 BIOC SCI TECH,Pred,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Propylea dissecta,4th instar,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,Mean,N,12,27.0,,1,165.13,,1.20E+01,% adult mass,,2.18E+00,Alternate species length,Family,m^2 per pred per day,2012,1.00,1.67E-02,1.63E-02,1.73E-02,5.39E-06,7.63E-13,7.75E-05,200,1st generation slow developer,
2013,Siddiqui et al 2015 BIOC SCI TECH,Pred,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Propylea dissecta,4th instar,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,Mean,N,12,27.0,,1,165.13,,1.20E+01,% adult mass,,2.18E+00,Alternate species length,Family,m^2 per pred per day,2013,1.00,1.67E-02,1.63E-02,1.75E-02,8.55E-12,1.24E-12,9.43E-05,200,1st generation fast developer,
2014,Siddiqui et al 2015 BIOC SCI TECH,Pred,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Propylea dissecta,4th instar,Metazoan,Invertebrate,Insect,Hemiptera,Pea aphid,Acyrthosiphon pisum,,Mean,N,12,27.0,,1,165.13,,1.20E+01,% adult mass,,2.18E+00,Alternate species length,Family,m^2 per pred per day,2014,1.00,1.66E-02,1.63E-02,1.72E-02,6.88E-11,1.24E-12,6.79E-05,200,Slow developer-bred for 15 generations,
